time_days,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cat,S_an,S_Fe2,S_EDTA,S_FeEDTA,X_FeS
0.13928192918558274,0.8492869194585521,7.509382295111488e-07,0.03354742787004767,7.786101506794688e-05,7.786101506794688e-05,0.00016733702179248583,0.4908945690667888,-3.491419704913163e-40,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.4150713080541435,0.9599999399249417,0.6039871543277966,0.5,0.40998442779698624,0.3079866130382565,0.2004552715466607,2.0000000600000005,0.01,0.01,0.008987573929702161,1.1125111563750764e-07,0.000999888748884362,1.2537321413470458e-05
0.14198213469788284,0.7781235701843715,4.890408586907821e-07,0.03279805975454488,6.803447543672515e-05,6.803447543672515e-05,0.0001449399709783131,0.490717498659968,-1.2158204386849143e-40,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.422187642981561,0.9599999608767315,0.6040321164147265,0.5,0.4099863931049125,0.30798840480232154,0.2004641250670018,2.0000000600000005,0.01,0.01,0.008987331253015414,1.1125411916298245e-07,0.0009998887458808367,1.2780001103742938e-05
0.14583991830381401,0.6802034735378575,2.701865429317462e-07,0.0317541649885268,5.6106446173748136e-05,5.6106446173748136e-05,0.00011803527102889733,0.4904645424894196,-2.9421044923536316e-40,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.4319796526462127,0.9599999783850766,0.6040947501006877,0.5,0.4099887787107651,0.30799055717831747,0.2004767728755292,2.0000000600000005,0.01,0.01,0.008986984552202402,1.1125841031036012e-07,0.0009998887415896894,1.3126706207905943e-05
0.14969770190974518,0.5873317007535136,1.5308930376351792e-07,0.030741022018941275,4.626899707159069e-05,4.626899707159069e-05,9.612074838127253e-05,0.49021161527174983,-1.8559900353227253e-41,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.4412668299246467,0.9599999877528556,0.604155538678863,0.5,0.4099907462005855,0.3079923103401292,0.20048941923641275,2.0000000600000005,0.01,0.01,0.008986637864764696,1.1126270205925132e-07,0.0009998887372979406,1.3473397937359818e-05
0.15355548551567635,0.5002529459129114,8.616889061438332e-08,0.029757869846288698,3.81558408534856e-05,3.81558408534856e-05,7.827194610041138e-05,0.48995871732463436,2.1554759186560813e-42,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.4499747054087073,0.9599999931064888,0.6042145278092219,0.5,0.4099923688318292,0.30799373824431175,0.2005020641337685,2.0000000600000005,0.01,0.01,0.008986291190701452,1.1126699407942979e-07,0.0009998887330059205,1.3820076292620524e-05
0.15634831224682508,0.4412580123361239,5.5001357282046866e-08,0.029064410152627982,3.3184742180504275e-05,3.3184742180504275e-05,6.745405188644465e-05,0.48977565130201156,5.399349969616543e-38,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.455874198766386,0.9599999955998915,0.6042561353908417,0.5,0.4099933630515638,0.30799460367584885,0.20051121743489966,2.0000000600000005,0.01,0.01,0.008986040225770476,1.1127010109487693e-07,0.000999888729898905,1.4071044330609148e-05
0.1591411389779738,0.3859735249377578,3.474564520024359e-08,0.028385993912538,2.8860989670784998e-05,2.8860989670784998e-05,5.813004188969923e-05,0.48959260084305267,4.2557818423091475e-39,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.4614026475062223,0.9599999972203485,0.6042968403652471,0.5,0.4099942278020658,0.3079953495966486,0.20052036995784756,2.0000000600000005,0.01,0.01,0.008985789267848553,1.1127320824334606e-07,0.0009998887267917565,1.4322005359679967e-05
0.16193396570912252,0.3346513642619417,2.2491318101595277e-08,0.027722343038175928,2.5100489902444157e-05,2.5100489902444157e-05,5.0094318232030414e-05,0.4894095660214809,-2.3535798502827276e-38,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.466534863573804,0.9599999982006946,0.6043366594177089,0.5,0.4099949799020194,0.3079959924545412,0.20052952169892618,2.0000000600000005,0.01,0.01,0.008985538316935566,1.1127631560394926e-07,0.000999888723684396,1.4572959380028734e-05
0.16472679244027125,0.287503516630124,1.486457347107762e-08,0.027073182562028647,2.1829931017226886e-05,2.1829931017226886e-05,4.316913419495504e-05,0.4892265469020734,3.2904930505113574e-38,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.4712496483369855,0.959999998810834,0.6043756090462777,0.5,0.4099956340137964,0.3079965464692643,0.20053867265489647,2.0000000600000005,0.01,0.01,0.008985287373031154,1.1127942301438688e-07,0.0009998887205769854,1.4823906391851189e-05
0.16751961917141997,0.24468459648731536,9.584039943916272e-09,0.026438240687064973,1.8985443273977598e-05,1.8985443273977598e-05,3.7200952178027413e-05,0.4890435435418339,1.7021992911271662e-38,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.4755315403512668,0.9599999992332768,0.6044137055587756,0.5,0.409996202911345,0.3079970239238256,0.2005478228229085,2.0000000600000005,0.01,0.01,0.008985036436135088,1.1128253043478052e-07,0.000999888717469565,1.5074846395343064e-05
